Title,City,District,Building_Area,Land_Area,Price,Area_Total,Category
Dijual Rumah Grand Harvest Surabaya,Surabaya,Karangpilang,49,108,1500000000,157,Small
Dijual Rumah Villa Royal Pakuwon City,Surabaya,Mulyorejo,550,450,15000000000,1000,Large
Dijual Rumah Pondok Nirwana Sidoarjo,Surabaya,Rungkut,280,200,4250000000,480,Large
Dijual Rumah Pantai Mentari Surabaya,Surabaya,,225,180,3500000000,405,Large
Rumah di Pakuwon City Taman Mutiara Surabaya Murah Dijual,Surabaya,Pakuwon,90,90,1899000000,180,Small
RUMAH GOLF VIEW TERCIAMIK GRAHA FAMILY,Surabaya,Graha,522,930,35000000000,1452,Large
Dijual Rumah 2 Lt Cluster Taman Mutiara Pakuwon City,Surabaya,Pakuwon,150,90,2650000000,240,Medium
Dijual Rumah Darmo Permai Timur,Surabaya,Dukuh Pakis,181,193,2950000000,374,Large
Dijual Rumah Jalan Nginden Surabaya,Surabaya,,300,220,3600000000,520,Large
Dijual Rumah Graha Family,Surabaya,,450,322,7500000000,772,Large
Rumah Baru Gress Full Furnished Graha Natura,Surabaya,,150,144,3300000000,294,Medium
Benowo Surabaya  Rumah Siap Huni Murah 90 m SHM Dreaming Land Sememi,Surabaya,Sememi,60,90,655000000,150,Small
Rumah Siap Huni West Wood Village Pakuwon City Surabaya,Surabaya,Pakuwon,250,200,3600000000,450,Large
Dijual Rumah North West Hill,Surabaya,,80,72,1700000000,152,Small
Graha Natura blok B  main road cluster  2 Lantai,Surabaya,,284,320,7000000000,604,Large
Dijual rumah murah surabaya,Surabaya,,120,450,6000000000,570,Medium
rumah second luas dan Large di jual murah di perumahan Kebraon indah permai,Surabaya,Wiyung,150,130,1350000000,280,Medium
Rumah Baru Citraland Puri Widya Kencana dekat Rafless Fullerton,Surabaya,Citraland,400,253,6500000000,653,Large
RUMAH MEWAH DI SURABAYA,Surabaya,,350,420,8000000000,770,Large
RUMAH MEWAH DI CITRALAN SURABAYA BARAT TURUN 1 MILYARD,Surabaya,,330,306,5800000000,636,Large
Harga di Bawah Pasaran Dijual Rumah Di Jalan Raya MERR Lokasi Strategis,Surabaya,Rungkut,300,600,14000000000,900,Large
Rumah Murah 2 jutaan,Surabaya,Tambak Osowilangun,40,72,400000000,112,Small
SIMO SIDOMULYO SURABAYA,Surabaya,Petemon,245,253,2001000000,498,Large
Dijual Rumah Usaha,Surabaya,,386,229,5500000000,615,Large
Rumah Baru Minimalis Modern,Surabaya,Medokan Ayu,32,50,490000000,82,Small
FOR SALE  GRAHA FAMILI SURABAYAGOLF VIEW PRIVATE POOL,Surabaya,Graha,2500,1250,65000000000,3750,Large
Rumah 2 Lantai Dukuh Kupang Lokasi Dekat Indomart  Kampus Uwk,Surabaya,Dukuh Kupang,175,175,2800000000,350,Large
Rumah Northwest Citraland dekat pasar modern,Surabaya,Citraland,46,72,755000000,118,Small
For Sale Rumah Mewah Graha Family,Surabaya,Dukuh Pakis,600,322,10000000000,922,Large
Dijual Rumah Citraland Emerald mansion tipe Canna Surabaya,Surabaya,Citraland,182,180,4239000000,362,Large
taman jivva sidoarjo rumah 2 lantai tengah kota,Surabaya,,88,82,1166000000,170,Small
Dijual Rumah Baru Citraland Crystal Golf Carnelian Surabaya,Surabaya,Citraland,98,75,2226000000,173,Medium
EASTWOOD CITRALAND SURABAYA,Surabaya,Citraland,120,171,2250000000,291,Medium
Dijual Rumah Untuk Usaha dan Tempat Tinggal,Surabaya,,386,229,5500000000,615,Large
TERMURAH ALAM GALAXY LONTAR DEKAT CITRALAND PAKUWON GRAHA,Surabaya,Sambikerep,165,162,2500000000,327,Large
Rumah Citraland langsung masuk Fully Furnished,Surabaya,Citraland,150,105,1974999999,255,Medium
Jual Rumah Nginden Surabaya,Surabaya,Nginden,120,160,2300000000,280,Medium
Rumah Wisata Bukit Mas 2 Grand Palais,Surabaya,Wiyung,319,240,5000000000,559,Large
Gubeng Surabaya  Rumah Murah Minimalis 2Lt SHM Kalibokor Pucangsewu,Surabaya,Pucangsewu,40,32,590000000,72,Small
RUMAH MURAH SURABAYA TIMUR,Surabaya,,105,162,1400000000,267,Medium
RUMAH KOS 2 LANTAI MURAH CUMA 1M,Surabaya,,240,120,1200000000,360,Large
Murah  Rumah di North West Park Citraland,Surabaya,Citraland,36,72,795000000,108,Small
Rumah harga murah di Grand Pakuwon,Surabaya,Pakuwon,78,72,1250000000,150,Small
Hunian Dilokasi Sangat Strategis Prospek Bagus Dekat Rencana OERR,Surabaya,Rungkut,42,75,199000000,117,Small
Dijual jemur gayungan AYani Surabaya,Surabaya,Ketintang,171,291,1500000000,462,Large
Rumah Siap Huni 1 Lantai Jln Jambangan VII Surabaya,Surabaya,Jambangan,80,103,875000000,183,Small
Rumah baru gress di Bronggalan,Surabaya,Kalijudan,90,75,850000000,165,Small
Rumah Bagus Baru Gress di Greenwich Siap Huni Surabaya,Surabaya,Wiyung,230,188,3250000000,418,Large
RUMAH SUPER MEWAH EROPA KLASIK FULL FURNISHED TERMURAH DI GAYUNGSARI SURABAYA SELATAN,Surabaya,Gayungan,1000,700,15000000000,1700,Large
Asem Rowo Surabaya  Rumah Siap Huni 84 m2 SHM Dekat St Pasar Turi,Surabaya,Asem Rowo,84,84,700000000,168,Small
RUMAH CITRALAND MEWAH HOOK,Surabaya,Citraland,550,440,10000000000,990,Large
Rumah Palm Oasis Sememi Surabaya barat Lokasi strategis,Surabaya,,80,84,1300000000,164,Small
Gununganyar Surabaya  Rumah Murah 100 m2 SHM Dekat UPN Rungkut MERR,Surabaya,Gunung Anyar,100,100,500000000,200,Medium
JARANG ADA RUMAH HITUNG HARGA TANAH SAJA DI PUSAT KOTA JL SUMATERA,Surabaya,,318,318,7490000000,636,Large
Benowo Surabaya Barat  Rumah Baru Modern 2Lt Murah di Tengger Raya,Surabaya,Kandangan,80,40,395000000,120,Small
Jual Rumah 2 Lantai Siap Huni SHM KT 5 KM 3 Kali Kepiting Jaya Surabaya,Surabaya,Tambaksari,150,170,1950000000,320,Medium
Rumah Kutisari Selatan Selangkah Ke Raya Jemursari Tenggilis UK Petra Sby,Surabaya,Kutisari,75,47,970000000,122,Small
Rungkut Sby  Rumah Baru Gress 2Lt 90 m2 SHM di Rungkut Menanggal,Surabaya,Rungkut Menanggal,120,90,1400000000,210,Medium
Citraland Siap Huni dekat Gwalk HANYA 2M NEGO,Surabaya,Citraland,100,128,2000000000,228,Medium
RUMAH MINIMALIS MEWAH MURAH 2 LANTAI DI SURABAYA,Surabaya,,205,250,3950000000,455,Large
Rumah Klasik Belanda di Begawan Serayu Surabaya,Surabaya,Wonokromo,500,1225,38000000000,1725,Large
RUMAH MURAH DENGAN KOLAM RENANG DI SIDOSERMO PDK,Surabaya,,400,314,3990000000,714,Large
RUMAH COCOK UNTUK KOMERSIL STRATEGIS DEKAT KAMPUS UPN,Surabaya,,120,390,4750000000,510,Medium
RUMAH MINIMALIS HOT FOR SALE BU PREMIUM QUALITY,Surabaya,,113,114,3200000000,227,Medium
Jual Rumah 1 Lt New Royal 2 Gunung Anyar Surabaya,Surabaya,Gunung Anyar,37,80,700000000,117,Small
Gununganyar Surabaya  Rumah Murah 55 m2 SHM di Perum Wiguna Timur,Surabaya,Gunung Anyar,36,55,599000000,91,Small
Jual Rumah Baru 2 Lantai KT 3 KM 3 Perum Taman Intan Nginden Surabaya,Surabaya,Nginden,144,108,1850000000,252,Medium
RUMAH STANDARD RUNGKUT ASRI TIMUR MURAH HITUNG TANAH BEAA067,Surabaya,Rungkut,140,200,1550000000,340,Medium
Rumah murah Ready Stok Siap Huni,Surabaya,Pakis,50,78,572000000,128,Small
Rumah Promo Beli 2 Gratis 1,Surabaya,Darmo Permai,42,77,349000000,119,Small
Gununganyar Surabaya  Rumah Murah 90 m2 di Perum Wiguna Selatan,Surabaya,Gunung Anyar,90,90,750000000,180,Small
Jual Rumah Baru 1 Lantai KT 2 KM 1 SHM New Royal Gunung Anyar Surabaya,Surabaya,Gunung Anyar,42,80,700000000,122,Small
MURAH POL DIJAMIN TERMURAH HARGA TURUN BANYAK,Surabaya,,480,480,19500000000,960,Large
Rumah Rasa Villa Cicilan 1 Jutaan,Surabaya,Lakarsantri,29,60,195000000,89,Small
Dijual Rumah Grees Mulyosari Baru Siap Huni Sutorejo Manyar,Surabaya,Mulyosari,160,92,1700000000,252,Large
Rungkut Sby  Rumah Murah 100 m2 SHM di Wonorejo Selatan Dekat MERR,Surabaya,Wonorejo,100,10,785000000,110,Medium
dijual rumah baru gres 2 lantai di bukit palma citraland surabaya,Surabaya,Citraland,170,154,2400000000,324,Large
RUMAH MURAH HITUNG HARGA TANAH SAJA DI RAYA BABATAN PRATAMA,Surabaya,,357,357,3190000000,714,Large
Dijual Rumah Wisata Bukit Mas 2 Wiyung Boulevard Luar Cluster,Surabaya,Wiyung,400,240,6900000000,640,Large
Rumah Gress New Kutisari Selangkah Ke Raya Jemursari Surabaya,Surabaya,Kutisari,66,56,700000000,122,Small
Rumah Bulu jaya Darmo Lontar Pakuwo,Surabaya,Lontar,46,46,490000000,92,Small
RUMAH  KANTOR KOMERSIAL AREA DI JL GAYUNGSARI,Surabaya,,650,423,5790000000,1073,Large
RUMAH MINIMALIS MURAH CUMA 1M DI CITRALAND SURABAYA HARGA BU,Surabaya,,110,150,1400000000,260,Medium
JUAL CEPAT MAU SEGERA PINDAH Citraland North Emerald Mansion ada Kolam,Surabaya,Citraland,325,252,5300000000,577,Large
Di Jual Rumah Mewah Siap Huni area semampir surabaya,Surabaya,Semampir,140,72,1400000000,212,Medium
Rumah Baru Siap Huni Shm Gunung Anyar Dekat Wiguna Surabaya,Surabaya,Gunung Anyar,50,90,675000000,140,Small
Diskon Awal Tahun  Hunian Type 4275 Sangat Ideal Dan Strategis Promo,Surabaya,Semampir,42,75,210000000,117,Small
Dijual Rumah Promo Harga Di Bawah 200 juta,Surabaya,Ketintang,36,75,199000000,111,Small
Rumah Baru Mulyosari dekat pakuwon city,Surabaya,Mulyosari,200,120,2100000000,320,Large
RUMAH KOST EKSKLUSIF 35 KAMAR  KMR MANDI DALAM FULL RENOVASI DIJUAL MURAH DI SIWALAN,Surabaya,Wonocolo,1200,611,6000000000,1811,Large
Dijual Rumah 2 Lantai Di Satelit Utara Surabaya,Surabaya,,200,240,2600000000,440,Large
Dijual Rumah Grees Sutorejo Timur Siap Huni Mulyosari Pakuwon City,Surabaya,Dukuh Sutorejo,200,79,1950000000,279,Large
Tambaksari Sby  Rumah Murah 2Lt SHM di Lebak Jaya Dekat Kenjeran,Surabaya,Gading,90,45,510000000,135,Small
Rumah Semi Furnish Citraland Utama dekat dengan area GOLF Harga masih,Surabaya,Citraland,350,300,5350000000,650,Large
Rumah siap pakai Citraland fully furnished,Surabaya,Citraland,225,160,3948000000,385,Large
Rumah Mewah Di Kota Sidoarjo 2 Kamar tidur 1 kamar kamar mandi,Surabaya,Krembangan,58,108,635000000,166,Small
Rumah Modern Didalam Kawasan Perumahan Large Harga Bersahabat,Surabaya,Jambangan,45,75,345000000,120,Small
Dijual Rumah Baru Gresss  di Citraland Utama  Surabaya Barat,Surabaya,Citraland,158,150,3300000000,308,Large
Rumah New Gress Citraland Cluster Woodland,Surabaya,Citraland,300,210,4800000000,510,Large
Graha Natura ada swimming pool,Surabaya,,281,300,8799000000,581,Large
Perumahan Green Mansion Dkt Sedati  Waru  Sidoarjo Jawa Timur,Surabaya,Mulyorejo,40,72,349999999,112,Small
Rumah di Wonorejo belakang STIKOM,Surabaya,Wonorejo,180,96,1250000000,276,Large
Rumah di daerah Darmo Baru Barat,Surabaya,Darmo,180,180,1500000000,360,Large
Rumah Siap Huni Manyar Kertoarjo dekat dengan Pusat Kota,Surabaya,Manyar Kerto Adi,3,467,10000000000,470,Small
Bawah harga  Rumah di Bukit Darmo Golf,Surabaya,,2000,1527,68000000000,3527,Large
Dijual Rumah Modern Minimalis  Full Furnish GALAXY BUMI PERMAI ARAYA,Surabaya,Sukolilo,326,375,10000000000,701,Large
Dijual Rumah Hook Siap Huni Minimalis Bonus Furniture Royal Residence,Surabaya,,190,262,3800000000,452,Large
Dijual Rumah New Split Level Wisata Bukit Mas New Split Level Modern Design,Surabaya,,196,110,2750000000,306,Large
Dijual Murah Rumah Siap Huni Wiguna Regency  Surabaya Timur,Surabaya,Gunung Anyar,210,120,1600000000,330,Large
Dijual Rumah Second Wisata Bukit Mas 2 Luxemburg,Surabaya,,160,160,2800000000,320,Large
Dijual Rumah Baru Manyar Tirtoyoso Selatan Colonial Modern Style Surabaya Timur,Surabaya,,220,194,4500000000,414,Large
RUMAH DI JUAL DI RUNGKUT SURABAYA,Surabaya,Rungkut,139,84,2166000000,223,Medium
Rumah Siap Huni Gunung Anyar Surabaya,Surabaya,Gunung Anyar,100,50,650000000,150,Medium
Dijual Rumah Citraland Surabaya cluster Puri Widya Kencana,Surabaya,Citraland,380,280,5200000000,660,Large
RUMAH MINIMALIS 2 LANTAI DI SURABAYA NEGO TIPIS,Surabaya,,100,54,1200000000,154,Medium
Rungkut Surabaya  Rumah Baru Renovasi 90 m SHM Medokan Ayu MERR UPN,Surabaya,Medokan Ayu,90,90,575000000,180,Small
Rumah Baru Siap Huni 2 Lantai Shm KT 3 KM 2 Dekat Wiguna Gunung Anyar Surabaya,Surabaya,Gunung Anyar,60,57,695000000,117,Small
Kredit Rumah DP Bisa Dicicil di Juanda,Surabaya,Pabean Cantikan,45,78,485000000,123,Small
Dijual rumah WBM 2  New Gress 2 lantai,Surabaya,Wiyung,76,60,1700000000,136,Small
RUMAH SIAP HUNI CITRALAND UTAMA DEKAT GWALK,Surabaya,Citraland,200,222,3500000000,422,Large
Rumah mewah private kolam renang Citraland Wp,Surabaya,Citraland,500,300,6000000000,800,Large
Pakal Surabaya Barat  Rumah Mezanine Murah 40 m2 di Beji Pdam,Surabaya,Pakal,40,40,295000000,80,Small
Gununganyar Surabaya  Rumah Baru Minimalis Murah 2Lt 206m MERR UPN,Surabaya,Gunung Anyar Tambak,27,20,264099000,47,Small
Rumah Dijual Siap Huni Di Babatan Mukti Surabaya,Surabaya,,153,153,1800000000,306,Large
Gununganyar Surabaya  Rumah Baru Minimalis Murah 2Lt MERR UPN Tol,Surabaya,Gunung Anyar Tambak,43,28,417450000,71,Small
Siap huni  rumah di Graha Family,Surabaya,Graha,273,225,4750000000,498,Large
Rumah Citraland Bukit Palma Minimalis Oke Siap Huni Surabaya,Surabaya,Citraland,180,150,2400000000,330,Large
RUMAH BARU GRESS Mewah Graha Famili,Surabaya,Pradakalikendal,550,345,16000000000,895,Large
Rumah Citraland Utama MURAH BANGETT,Surabaya,Citraland,400,288,4490000000,688,Large
Rumah Baru Citraland Utama dekat Gwalk,Surabaya,Citraland,550,440,9800000000,990,Large
Rungkut Surabaya  Rumah Minimalis 2 Lt Murah SHM di Wonorejo,Surabaya,Wonorejo,55,32,550000000,87,Small
HARGA TURUN JAUH LOKASI STRATEGIS DI KOTA SURABAYA,Surabaya,,153,160,1250000000,313,Large
Jual Cepat PALING MURAH Northwest Lake Ukuran Paling Large View Danau,Surabaya,Citraland,138,135,2350000000,273,Medium
RUMAH TERAWAT SIAP HUNI Citraland Utama dekat Gwalk,Surabaya,Citraland,240,160,3500000000,400,Large
Di Jual Rumah 2 Kamar Tidur 1 Kamar Mandi Di Juanda,Surabaya,Rungkut,36,75,199000000,111,Small
Rumah DP 0 Angsuran 1 Jutaan,Surabaya,Wiyung,29,60,195000000,89,Small
SPESIAL PROMO OKTOBER BIG SALE HANYA 199 JT,Surabaya,Lakarsantri,36,75,199000000,111,Small
MURAH RUMAH LUAS DI SURABAYA,Surabaya,,90,90,870000000,180,Small
RUMAH MURAH SURABAYA TIMUR,Surabaya,,105,162,1400000000,267,Medium
RUMAH FULL FURNISH CITRALAND HANYA 2M AN SAJA,Surabaya,Citraland,95,102,2522000000,197,Medium
JUAL CEPAT PALING MURAH RAYA CITRALAND UTAMA,Surabaya,Citraland,428,308,5500000000,736,Large
Promo Melimpah  Perumahan Dekat Bandara Juanda Berkonsep Modern 325Jt,Surabaya,Jambangan,42,75,325000000,117,Small
Perumahan Modern Idaman Harga Hanya 325 Jt Dekat Rencana OERR,Surabaya,Wiyung,42,72,325000000,114,Small
Perumahan Diskon 40 Jt  Lokasi Bagus Akses Mudah,Surabaya,Gayungan,42,72,355000000,114,Small
Tambaksari Surabaya  Rumah Murah Butuh Renov 80 m2 SHM di Lebak Indah,Surabaya,Tambaksari,80,80,575000000,160,Small
TURUN HARGA BANYAK DIJUAL CEPAT RUMAH BARU GRESS CITRALAND,Surabaya,Citraland,158,135,2800000000,293,Large
RUMAH FULL FURNISH MURAH CITRALAND UTAMA dekat gwalk,Surabaya,Citraland,890,450,15000000000,1340,Large
Dijual Rumah Siap Huni Di Jalan Mojoklangru Lor Surabaya,Surabaya,Gubeng,74,110,1250000000,184,Small
Perumahan Murah Bagus Strategis Prospek Bagus,Surabaya,Nginden,42,75,250000000,117,Small
Jual Rumah Surabaya Pusat Jalan Juwono Halaman Luas Commercial Area Siap Huni,Surabaya,Wonokromo,500,574,14500000000,1074,Large
New minimalis  rumah di Gununganyar Rungkut Modern,Surabaya,Gunung Anyar,55,40,625000000,95,Small
Rumah Baru Gress Lokasi Di Rungkut Siap Bangun,Surabaya,Wonorejo,70,48,699999999,118,Small
Dijual Rumah Royal Residence minimalis 3Man dekat danau,Surabaya,Wiyung,180,128,3100000000,308,Large
Dijual Rumah Baru Pakuwon City Grand Island,Surabaya,Pakuwon,115,72,2300000000,187,Medium
Karangpilang Surabaya  Rumah Pojok 2 Lt 109 m2 SHM di Griya Kebraon,Surabaya,Karangpilang,120,109,1200000000,229,Medium
Rumah Baru Gress Modern Bangunan Istimewa Citraland Utama dekat Gwalk,Surabaya,Citraland,168,128,3100000000,296,Large
DIJUAL RUMAH SIAP HUNI DI Jl Jemursari Timur,Surabaya,Jemursari,311,200,3200000000,511,Large
Perumahan Bagus Hanya 325Jt Akses Mudah Dekat MERR dan Rencana OERR,Surabaya,Jambangan,42,72,325000000,114,Small
Brand New Rumah 2 Lantai Minimalis area Bogangin Kedurus dekat Wiyung  Mastrip,Surabaya,,58,50,650000000,108,Small
Dijual Murah Surabaya Barat Satelit Indah,Surabaya,Sukomanunggal,610,610,6900000000,1220,Large
Harga Diskon Akhir Tahun  Hunian Bagus Modern Kekinian Bebas Banjir,Surabaya,Nginden,45,75,345000000,120,Small
Hunian Nyaman Desain Minimalis Citraland Utama dekat Gwalk BISA NEGO,Surabaya,Citraland,350,300,6500000000,650,Large
Di Jual Sutorejo Prima Selatan,Surabaya,Mulyorejo,210,166,3400000000,376,Large
Rumah Minimalis Baru di Kenjeran Surabaya,Surabaya,Kenjeran,80,80,385000000,160,Small
DIJUAL RUMAH PANDUGO RUNGKUT,Surabaya,Rungkut,70,120,1200000000,190,Small
Strategis Rumah 2 lantai babatan pratama dekat citraland tol wiyung,Surabaya,Wiyung,162,220,2600000000,382,Large
Rumah Murah 2 lantai di Sukodono Sidoarjo,Surabaya,Graha,50,50,285000000,100,Small
Rumah Siap Huni Setro Kedung Cowek Surabaya Utara,Surabaya,Kenjeran,30,16,245000000,46,Small
Rumah Siap Huni Fasilitas Lengkap di Jl Rungkut Asri Tengah Surabaya 0602,Surabaya,Rungkut,350,485,7500000000,835,Large
Tenggilis MejoyoSurabaya  Rumah Siap Huni 2 Lt180m2 SHM Kendangsari,Surabaya,Kendangsari,360,180,3100000000,540,Large
DIJUAL Rumah Mewah MURAH Kertajaya Indah Siap HUNI,Surabaya,Kertajaya,200,240,4399999999,440,Large
Alana Cemandi Perumahan Dengan One Gate Sytem Terbaik Di Sidoarjo,Surabaya,Gubeng,40,90,299999999,130,Small
dijual rumah 2 lantai baru di raya bukit palma citraland surabaya,Surabaya,Citraland,250,200,3500000000,450,Large
jual cepat rumah citraland utama dekat dengan gwalk,Surabaya,Citraland,300,210,4500000000,510,Large
JUAL RUMAH MINIMALIS MEWAH DARMO PERMAI TIMUR SURBAYA,Surabaya,,195,110,2850000000,305,Large
Rumah Citraland SIAP HUNI HOOK,Surabaya,Citraland,300,195,4300000000,495,Large
Rumah Baru 1 Lantai Type 45 Medokan Ayu Rungkut Surabaya,Surabaya,Rungkut,45,109,935000000,154,Small
JUAL CEPAT RUMAH ARAYA TAHAP 1,Surabaya,Galaxy,450,240,7000000000,690,Large
Rumah Sangat Bagus dan Murah  Lokasi Dekat Pusat Kota sgt Strategis,Surabaya,Rungkut,42,75,169000000,117,Small
Jual rumah murah,Surabaya,Medokan Ayu,50,45,675000000,95,Small
RUMAH MINIMALIS MURAH 2 LANTAI CUMA 600JT DI SURABAYA BARAT,Surabaya,,80,80,650000000,160,Small
Hunian Murah Bagus Kekinian Harga Diskon Ciamik,Surabaya,Gubeng,42,75,199000000,117,Small
Rumah Promo Murah di Sidoarjo di bawah 200 juta,Surabaya,Ngagel,36,75,199000000,111,Small
Rumah Royal Residence Best View Danau,Surabaya,Wiyung,60,40,1190000000,100,Small
Rumah Cantik Royal Residence Siap Huni,Surabaya,Wiyung,140,114,2750000000,254,Medium
Rumah Royal Residence Best View Danau Full Marmer,Surabaya,Wiyung,384,240,6500000000,624,Large
Rumah Royal Residence Modern Minimalis Siap Huni,Surabaya,Wiyung,126,135,2200000000,261,Medium
Rumah Royal Residence Raya Luar Cluster Modern Minimalis,Surabaya,Wiyung,500,387,6500000000,887,Large
Rumah Bukit Golf Internasional NEW MINIMALIS,Surabaya,,500,300,9500000000,800,Large
Rumah Siap Huni Wonorejo Surabaya,Surabaya,Wonorejo,203,203,2000000000,406,Large
RUMAH CITRALAND CLUSTER TERDEPAN MURAH,Surabaya,Citraland,325,264,4900000000,589,Large
RUMAH BARU GRESS DESAIN MODERN MANYAR dekat dengan galaxy mall,Surabaya,Mulyorejo,240,150,4200000000,390,Large
DIJUAL CEPAT PALING MURAH HITUNG TANAH Rumah Manyar Kertoarjo,Surabaya,Mulyorejo,250,467,8500000000,717,Large
Rumah Citraland CLUSTER PALING DEPAN dekat HONDA CITRALAND,Surabaya,Citraland,350,220,5800000000,570,Large
PALING MURAH SE GRAHA NATURA CLUSTER GARDENVILLE FULL FURNISHED,Surabaya,Lontar,148,102,2750000000,250,Medium
Rumah Raya Tenggilis Mejoyo STRATEGIS,Surabaya,,200,253,4000000000,453,Large
Rumah Baru 2 lantai Semolowaru Elok Surabaya,Surabaya,Semolowaru,110,114,1290000000,224,Medium
Dijual Rumah Hitung Tanah Tengilis Mejoyo Selatan Murah Kendangsari,Surabaya,Tenggilis Mejoyo,200,325,3000000000,525,Large
Rumah Citraland Furnished 2 lantai,Surabaya,Citraland,150,105,1975000000,255,Medium
Rumah di Taman Pondok Indah ME,Surabaya,Wiyung,260,289,2700000000,549,Large
Rumah Manyar Tirtoyoso Selatan Colonial Modern STYLE 2 lantai,Surabaya,,194,194,4500000000,388,Large
Rumah  Gress 2 LT Bukit Palma,Surabaya,Lakarsantri,170,120,1850000000,290,Large
Gubeng Surabaya  Rumah Murah 2Lt Siap Huni 144 m2 SHM di Pucang,Surabaya,Pucangsewu,144,144,1600000000,288,Medium
Sukolilo Surabaya  Rumah Full Furnished 144m Park Regency ITS,Surabaya,Sukolilo,200,144,1700000000,344,Large
Rumah The Mansion Pakuwon Indah STRATEGIS MINIMALIS,Surabaya,,150,162,3900000000,312,Medium
Rumah Serasa Villa Royal Residence Surabaya Barat,Surabaya,Wiyung,529,678,9900000000,1207,Large
Rumah Lebak Indah Town House STRATEGIS SIAP HUNI,Surabaya,,140,104,1450000000,244,Medium
Rumah di Raya Darmo Indah  murah ,Surabaya,Sukomanunggal,225,446,4000000000,671,Large
Gununganyar Surabaya  Rumah Baru Pojok SHM di Gn Anyar Mas Selatan,Surabaya,Gunung Anyar,42,72,799000000,114,Small
DIJUAL BRAND NEW MINIMALIS ROYAL RESIDENCE WIYUNG,Surabaya,Wiyung,190,114,2555000000,304,Large
Rumah DP 19 Juta Surabaya Timur Siap Huni,Surabaya,,42,90,660000000,132,Small
